       Step     Time          Energy          fmax
LBFGS:    9 16:06:48    -1119.828125        0.023737
LBFGS:   10 16:06:48    -1119.828491        0.011468
LBFGS:   11 16:06:48    -1119.828613        0.015231
LBFGS:   12 16:06:48    -1119.828613        0.013530
LBFGS:   13 16:06:48    -1119.828735        0.009431
       Step     Time          Energy          fmax
LBFGS:    0 16:06:50    -1120.316895        0.081804
LBFGS:    1 16:06:51    -1120.318237        0.078970
LBFGS:    2 16:06:53    -1120.333374        0.052826
LBFGS:    3 16:06:53    -1120.333740        0.046164
LBFGS:    4 16:06:53    -1120.336548        0.027036
LBFGS:    5 16:06:53    -1120.336914        0.028041
LBFGS:    6 16:06:53    -1120.337158        0.027401
LBFGS:    7 16:06:53    -1120.337524        0.021156
LBFGS:    8 16:06:53    -1120.337891        0.017449
LBFGS:    9 16:06:53    -1120.338257        0.014757
LBFGS:   10 16:06:53    -1120.338379        0.017236
LBFGS:   11 16:06:53    -1120.338379        0.014896
LBFGS:   12 16:06:53    -1120.338501        0.008448
Using device: cuda
